,Category,sub_category,Sales,Quantity,Discount
581,Technology,Phones,470.3760000000001,3,0.2
582,Technology,Phones,105.584,2,0.2
583,Office Supplies,Appliances,31.152,3,0.2
584,Office Supplies,Binders,6.783,7,0.7
585,Technology,Phones,406.368,4,0.2
586,Furniture,Chairs,70.98,1,0.0
587,Office Supplies,Labels,294.93,3,0.0
588,Technology,Phones,84.784,2,0.2
589,Office Supplies,Paper,20.736000000000004,4,0.2
590,Office Supplies,Binders,16.821000000000005,3,0.7
591,Office Supplies,Paper,10.368000000000002,2,0.2
592,Office Supplies,Art,9.344,2,0.2
593,Technology,Accessories,31.200000000000003,3,0.2
594,Office Supplies,Appliances,76.12,2,0.0
595,Technology,Copiers,1199.976,3,0.2
596,Technology,Phones,445.96000000000004,5,0.2
597,Furniture,Furnishings,327.76,8,0.0
598,Office Supplies,Supplies,11.632,2,0.2
599,Technology,Phones,143.98199999999997,3,0.4
600,Technology,Phones,494.376,4,0.4
601,Office Supplies,Supplies,5.84,2,0.2
602,Office Supplies,Storage,142.776,1,0.2
603,Furniture,Furnishings,45.696,3,0.2
604,Office Supplies,Binders,7.218,3,0.7
605,Office Supplies,Binders,43.18800000000001,4,0.7
606,Office Supplies,Paper,131.904,3,0.2
607,Office Supplies,Binders,3.2820000000000005,2,0.7
608,Office Supplies,Art,21.168,9,0.2
609,Technology,Phones,55.188,2,0.4
610,Technology,Phones,369.576,3,0.2
611,Office Supplies,Labels,15.712000000000002,4,0.2
612,Office Supplies,Paper,8.448,2,0.2
613,Technology,Phones,728.946,9,0.4
614,Technology,Phones,119.93999999999998,10,0.4
615,Office Supplies,Binders,3.6480000000000006,2,0.7
616,Furniture,Furnishings,40.48,2,0.0
617,Furniture,Furnishings,9.94,2,0.0
618,Office Supplies,Binders,107.424,9,0.2
619,Technology,Phones,37.91,1,0.0
620,Furniture,Furnishings,88.02,3,0.0
621,Office Supplies,Binders,8.689999999999998,5,0.8
622,Furniture,Chairs,301.96,2,0.0
623,Office Supplies,Appliances,555.21,5,0.1
624,Office Supplies,Storage,523.48,4,0.0
625,Office Supplies,Art,161.82,9,0.0
626,Furniture,Furnishings,35.56,7,0.0
627,Office Supplies,Appliances,97.16,2,0.0
628,Office Supplies,Binders,15.24,5,0.2
629,Office Supplies,Paper,13.23,3,0.0
630,Office Supplies,Storage,243.38400000000001,3,0.2
631,Technology,Accessories,119.80000000000001,5,0.2
632,Technology,Phones,300.768,4,0.2
633,Technology,Accessories,17.880000000000003,3,0.2
634,Office Supplies,Labels,235.94400000000002,3,0.2
635,Furniture,Chairs,392.93999999999994,3,0.0
636,Office Supplies,Binders,18.882000000000005,3,0.7
637,Office Supplies,Appliances,122.328,3,0.2
638,Furniture,Furnishings,1049.2,5,0.0
639,Office Supplies,Binders,15.424000000000001,4,0.2
640,Furniture,Furnishings,18.84,3,0.0
641,Office Supplies,Storage,330.4,2,0.0
642,Office Supplies,Labels,26.25,7,0.0
643,Technology,Accessories,132.52,4,0.0
644,Office Supplies,Paper,6.48,1,0.0
645,Office Supplies,Appliances,209.3,2,0.0
646,Office Supplies,Fasteners,31.560000000000002,5,0.2
647,Office Supplies,Appliances,30.144000000000002,2,0.2
648,Furniture,Furnishings,14.8,4,0.0
649,Technology,Phones,302.376,3,0.2
650,Technology,Accessories,316.0,4,0.0
651,Office Supplies,Paper,379.4,10,0.0
652,Office Supplies,Paper,97.82,2,0.0
653,Technology,Accessories,103.12,8,0.0
654,Office Supplies,Appliances,113.552,2,0.2
655,Office Supplies,Binders,3.3180000000000005,2,0.7
656,Office Supplies,Envelopes,134.288,2,0.2
657,Furniture,Chairs,701.372,2,0.3
658,Office Supplies,Binders,2.3079999999999994,2,0.8
659,Office Supplies,Storage,999.432,7,0.2
660,Office Supplies,Storage,724.08,14,0.2
661,Furniture,Tables,918.7849999999999,5,0.3
662,Office Supplies,Binders,2.7239999999999993,3,0.8
663,Office Supplies,Storage,459.95,5,0.0
664,Office Supplies,Fasteners,10.74,3,0.0
665,Office Supplies,Supplies,23.76,3,0.2
666,Office Supplies,Paper,85.056,3,0.2
667,Technology,Phones,381.576,3,0.2
668,Furniture,Furnishings,30.36,5,0.2
669,Furniture,Furnishings,23.976000000000003,3,0.6
670,Furniture,Tables,108.925,1,0.5
671,Office Supplies,Paper,36.352,8,0.2
672,Office Supplies,Art,19.56,5,0.2
673,Office Supplies,Appliances,61.44,3,0.0
674,Office Supplies,Paper,38.9,5,0.0
675,Technology,Accessories,99.39000000000001,3,0.0
676,Office Supplies,Appliances,2.6879999999999997,3,0.8
677,Technology,Accessories,27.816000000000003,3,0.2
678,Furniture,Furnishings,82.524,3,0.6
679,Office Supplies,Binders,182.99399999999997,3,0.8
680,Office Supplies,Binders,14.352000000000002,3,0.2
681,Office Supplies,Storage,64.96,2,0.0
682,Office Supplies,Storage,68.6,4,0.0
683,Technology,Machines,7999.98,4,0.5
684,Office Supplies,Appliances,167.44000000000003,2,0.2
685,Technology,Accessories,479.97,3,0.0
686,Office Supplies,Labels,14.62,2,0.0
687,Office Supplies,Paper,19.44,3,0.0
688,Furniture,Bookcases,191.984,2,0.2
689,Furniture,Furnishings,104.01,1,0.0
690,Technology,Phones,284.82,1,0.0
691,Office Supplies,Storage,36.839999999999996,3,0.0
692,Technology,Accessories,166.24,1,0.0
693,Office Supplies,Paper,33.4,5,0.0
694,Office Supplies,Art,198.27200000000002,8,0.2
695,Office Supplies,Labels,47.36000000000001,4,0.2
696,Office Supplies,Envelopes,200.98400000000004,7,0.2
697,Office Supplies,Labels,97.69600000000001,4,0.2
698,Office Supplies,Art,2.696,1,0.2
699,Office Supplies,Binders,18.588000000000005,2,0.7
700,Office Supplies,Binders,4.896000000000001,3,0.7
701,Furniture,Furnishings,15.072000000000003,3,0.2
702,Furniture,Furnishings,209.88,3,0.0
703,Furniture,Tables,369.91200000000003,3,0.2
704,Office Supplies,Paper,10.368000000000002,2,0.2
705,Office Supplies,Appliances,166.84,5,0.2
706,Technology,Accessories,15.216000000000001,1,0.2
707,Technology,Accessories,119.96,4,0.0
708,Furniture,Bookcases,883.92,5,0.2
709,Office Supplies,Binders,46.72,8,0.2
710,Office Supplies,Paper,55.48,1,0.0
711,Office Supplies,Envelopes,24.448,4,0.2
712,Office Supplies,Appliances,281.34000000000003,6,0.0
713,Technology,Phones,307.98,2,0.0
714,Technology,Accessories,299.96999999999997,3,0.0
715,Office Supplies,Binders,19.92,5,0.2
716,Furniture,Furnishings,9.94,2,0.0
717,Furniture,Furnishings,103.05599999999998,3,0.2
718,Office Supplies,Binders,59.80800000000001,3,0.2
719,Furniture,Furnishings,73.32000000000001,6,0.0
720,Office Supplies,Paper,146.82,3,0.0
721,Furniture,Tables,1652.94,3,0.0
722,Office Supplies,Storage,296.37,3,0.0
723,Furniture,Furnishings,129.92,5,0.2
724,Office Supplies,Supplies,45.584,7,0.2
725,Office Supplies,Envelopes,17.568,2,0.2
726,Technology,Phones,55.992,1,0.2
727,Office Supplies,Paper,182.72,8,0.0
728,Furniture,Tables,400.032,2,0.4
729,Office Supplies,Storage,33.63,3,0.0
730,Furniture,Chairs,542.646,3,0.1
731,Office Supplies,Labels,6.3,2,0.0
732,Office Supplies,Storage,242.94,3,0.0
733,Technology,Accessories,179.97,3,0.0
734,Office Supplies,Binders,99.696,6,0.2
735,Office Supplies,Binders,27.936000000000003,4,0.2
736,Furniture,Bookcases,84.98,1,0.0
737,Office Supplies,Binders,18.72,5,0.2
738,Technology,Accessories,49.98,2,0.0
739,Office Supplies,Labels,11.784,3,0.2
740,Office Supplies,Storage,272.736,3,0.2
741,Office Supplies,Binders,3.539999999999999,2,0.8
742,Office Supplies,Supplies,51.52000000000001,5,0.2
743,Office Supplies,Paper,3.5280000000000005,1,0.2
744,Office Supplies,Paper,4.6240000000000006,1,0.2
745,Office Supplies,Supplies,55.168,4,0.2
746,Furniture,Tables,567.12,10,0.2
747,Office Supplies,Storage,359.32,4,0.0
748,Technology,Phones,11.992,1,0.2
749,Office Supplies,Binders,58.050000000000004,3,0.0
750,Furniture,Furnishings,157.74,11,0.0
751,Office Supplies,Art,56.980000000000004,7,0.0
752,Office Supplies,Binders,2.88,1,0.0
753,Technology,Copiers,1199.976,3,0.2
754,Furniture,Furnishings,79.92,4,0.0
755,Furniture,Tables,383.438,4,0.45
756,Office Supplies,Storage,24.56,2,0.0
757,Technology,Accessories,119.8,4,0.0
758,Office Supplies,Binders,13.128,3,0.2
759,Office Supplies,Paper,22.72,4,0.0
760,Office Supplies,Paper,58.32000000000001,9,0.0
761,Office Supplies,Labels,12.39,3,0.0
762,Technology,Phones,107.982,3,0.4
763,Office Supplies,Envelopes,11.36,2,0.0
764,Office Supplies,Envelopes,50.94,3,0.0
765,Technology,Accessories,646.74,6,0.0
766,Office Supplies,Binders,5.64,3,0.0
767,Office Supplies,Storage,572.58,6,0.0
768,Furniture,Furnishings,310.88000000000005,2,0.2
769,Furniture,Chairs,641.96,2,0.0
770,Office Supplies,Binders,18.28,2,0.0
771,Technology,Phones,207.0,3,0.0
772,Office Supplies,Binders,32.35,5,0.0
773,Office Supplies,Binders,7.71,1,0.0
774,Office Supplies,Art,40.3,2,0.0
775,Furniture,Furnishings,34.580000000000005,7,0.0
776,Office Supplies,Art,32.76,7,0.2
777,Furniture,Chairs,544.008,3,0.2
778,Office Supplies,Paper,59.94,3,0.0
779,Office Supplies,Paper,23.92,4,0.0
780,Office Supplies,Paper,4.28,1,0.0
781,Office Supplies,Binders,32.07,5,0.7
782,Technology,Accessories,24.0,2,0.2
783,Furniture,Bookcases,35.49,1,0.5
784,Technology,Accessories,47.984,2,0.2
785,Office Supplies,Envelopes,186.69,3,0.0
786,Office Supplies,Binders,17.456,2,0.2
787,Furniture,Chairs,348.92800000000005,2,0.2
788,Office Supplies,Binders,143.96,4,0.0
789,Office Supplies,Storage,15.42,1,0.0
790,Office Supplies,Binders,43.04,8,0.0
791,Furniture,Chairs,332.94,3,0.0
792,Technology,Phones,1363.96,5,0.2
793,Office Supplies,Labels,9.96,2,0.0
794,Office Supplies,Paper,21.72,4,0.0
795,Office Supplies,Binders,20.16,7,0.0
796,Office Supplies,Paper,132.79,7,0.0
797,Office Supplies,Paper,12.96,2,0.0
798,Office Supplies,Labels,21.560000000000002,7,0.0
799,Furniture,Chairs,283.92,5,0.2
800,Furniture,Furnishings,22.23,1,0.0
801,Technology,Phones,215.968,2,0.2
802,Office Supplies,Appliances,355.32,9,0.0
803,Office Supplies,Paper,12.96,2,0.0
804,Furniture,Furnishings,18.28,2,0.0
805,Office Supplies,Art,43.176,3,0.2
806,Technology,Phones,1983.968,4,0.2
807,Furniture,Furnishings,28.4,2,0.0
808,Technology,Accessories,149.97,3,0.0
809,Office Supplies,Art,11.52,4,0.0
810,Furniture,Tables,1298.55,5,0.0
811,Office Supplies,Appliances,213.92,4,0.0
812,Technology,Accessories,25.78,2,0.0
813,Furniture,Furnishings,18.28,2,0.0
814,Technology,Accessories,1399.93,7,0.0
815,Office Supplies,Paper,51.84,8,0.0
816,Office Supplies,Paper,5.344,1,0.2
817,Office Supplies,Paper,41.47200000000001,8,0.2
818,Office Supplies,Binders,3.168000000000001,3,0.7
819,Furniture,Chairs,1228.465,5,0.3
820,Office Supplies,Binders,31.086000000000006,3,0.7
821,Office Supplies,Paper,335.52,4,0.2
822,Technology,Accessories,239.96999999999997,3,0.0
823,Office Supplies,Labels,9.82,2,0.0
824,Technology,Accessories,67.8,4,0.0
825,Technology,Accessories,167.97,3,0.0
826,Office Supplies,Fasteners,35.0,7,0.0
827,Office Supplies,Supplies,37.24,4,0.0
828,Office Supplies,Envelopes,15.28,2,0.0
829,Furniture,Chairs,301.96,2,0.0
830,Office Supplies,Appliances,180.66,3,0.0
831,Technology,Phones,191.98,2,0.0
832,Technology,Phones,65.99,1,0.0
833,Office Supplies,Art,35.216,2,0.2
834,Office Supplies,Appliances,23.696,2,0.2
835,Technology,Machines,265.475,1,0.5
836,Office Supplies,Binders,51.18399999999998,4,0.8
837,Office Supplies,Paper,9.664000000000001,2,0.2
838,Technology,Phones,21.072,3,0.2
839,Office Supplies,Art,60.449999999999996,3,0.0
840,Office Supplies,Art,11.52,4,0.0
841,Furniture,Bookcases,186.048,4,0.2
842,Office Supplies,Binders,37.44,4,0.2
843,Office Supplies,Binders,26.976,4,0.2
844,Office Supplies,Supplies,11.36,2,0.0
845,Office Supplies,Labels,14.62,2,0.0
846,Technology,Phones,83.72,7,0.0
847,Furniture,Chairs,287.94,3,0.0
848,Furniture,Furnishings,48.896,4,0.2
849,Technology,Accessories,115.36,7,0.0
850,Office Supplies,Art,5.16,2,0.0
851,Office Supplies,Paper,38.88,6,0.0
852,Office Supplies,Art,185.88,6,0.0
853,Furniture,Furnishings,44.46,2,0.0
854,Office Supplies,Storage,242.94,3,0.0
855,Office Supplies,Paper,39.96,2,0.0
856,Office Supplies,Supplies,102.30000000000001,10,0.0
857,Office Supplies,Storage,21.36,2,0.0
858,Office Supplies,Paper,7.61,1,0.0
859,Office Supplies,Fasteners,7.16,2,0.0
860,Office Supplies,Supplies,7.36,2,0.0
861,Office Supplies,Art,23.1,2,0.0
862,Technology,Accessories,191.472,6,0.2
863,Office Supplies,Art,5.248,2,0.2
864,Technology,Phones,59.184000000000005,2,0.2
865,Office Supplies,Labels,2.89,1,0.0
866,Furniture,Furnishings,51.94,1,0.0
867,Office Supplies,Labels,15.936000000000002,4,0.2
868,Office Supplies,Binders,44.91000000000001,6,0.7
869,Office Supplies,Binders,1141.4700000000003,5,0.7
870,Technology,Phones,280.78200000000004,3,0.4
871,Office Supplies,Paper,34.44,3,0.0
872,Office Supplies,Paper,11.36,2,0.0
873,Office Supplies,Binders,106.344,7,0.2
874,Office Supplies,Paper,192.16000000000003,5,0.2
875,Furniture,Furnishings,322.59000000000003,3,0.0
876,Technology,Accessories,29.99,1,0.0
877,Technology,Accessories,371.96999999999997,3,0.0
878,Office Supplies,Binders,5.892000000000001,4,0.7
879,Office Supplies,Binders,68.47200000000001,3,0.2
880,Furniture,Chairs,1242.8999999999999,5,0.1
881,Office Supplies,Storage,30.84,2,0.0
882,Office Supplies,Art,13.48,4,0.0
883,Furniture,Furnishings,31.400000000000002,5,0.0
884,Furniture,Furnishings,17.46,2,0.0
885,Office Supplies,Binders,13.943999999999999,3,0.2
886,Office Supplies,Storage,83.76,12,0.0
887,Office Supplies,Binders,37.66,7,0.0
888,Office Supplies,Paper,34.68,6,0.0
889,Technology,Accessories,149.95,5,0.0
890,Office Supplies,Binders,51.312,3,0.2
891,Office Supplies,Paper,4.54,1,0.0
892,Office Supplies,Art,15.92,4,0.0
893,Technology,Phones,543.92,8,0.0
894,Office Supplies,Storage,155.82000000000002,7,0.0
895,Office Supplies,Binders,70.00800000000001,3,0.2
896,Office Supplies,Envelopes,15.648,2,0.2
897,Office Supplies,Labels,103.60000000000001,7,0.0
898,Office Supplies,Paper,46.96,8,0.0
899,Office Supplies,Binders,8.904000000000002,2,0.7
900,Office Supplies,Labels,10.440000000000001,5,0.2
901,Office Supplies,Binders,18.336,4,0.8
902,Technology,Phones,323.97600000000006,3,0.2
903,Office Supplies,Paper,20.04,3,0.0
904,Office Supplies,Storage,64.96,2,0.0
905,Office Supplies,Paper,12.96,2,0.0
906,Furniture,Bookcases,323.136,4,0.2
907,Technology,Phones,90.93,7,0.0
908,Office Supplies,Binders,52.775999999999996,3,0.2
909,Technology,Phones,1199.8,4,0.0
910,Technology,Accessories,1928.7800000000002,7,0.0
911,Office Supplies,Storage,352.38,2,0.0
912,Furniture,Furnishings,22.200000000000003,6,0.0
913,Furniture,Furnishings,46.94,1,0.0
914,Technology,Accessories,143.73000000000002,9,0.0
915,Furniture,Tables,99.918,2,0.3
916,Furniture,Chairs,797.944,4,0.3
917,Office Supplies,Binders,8.567999999999998,3,0.8
918,Office Supplies,Envelopes,149.352,3,0.2
919,Office Supplies,Storage,12.991999999999999,1,0.2
920,Office Supplies,Storage,24.56,2,0.0
921,Technology,Accessories,85.14,3,0.0
922,Technology,Phones,21.99,1,0.0
923,Office Supplies,Appliances,406.59999999999997,5,0.0
924,Office Supplies,Binders,841.5680000000001,2,0.2
925,Office Supplies,Paper,15.552000000000003,3,0.2
926,Technology,Accessories,252.00000000000003,5,0.2
927,Office Supplies,Art,46.2,4,0.0
928,Office Supplies,Appliances,28.84,2,0.0
929,Office Supplies,Art,14.592000000000002,3,0.2
930,Office Supplies,Art,89.856,3,0.2
931,Office Supplies,Paper,13.872000000000002,3,0.2
932,Office Supplies,Paper,12.192,3,0.2
933,Office Supplies,Paper,45.056000000000004,8,0.2
934,Office Supplies,Binders,29.718000000000007,6,0.7
935,Office Supplies,Paper,15.552000000000003,3,0.2
936,Office Supplies,Appliances,447.696,2,0.2
937,Technology,Accessories,159.99,1,0.0
938,Office Supplies,Paper,12.96,2,0.0
939,Office Supplies,Appliances,134.48,4,0.0
940,Office Supplies,Paper,17.12,2,0.0
941,Office Supplies,Binders,6.096,2,0.2
942,Furniture,Tables,1114.272,4,0.2
943,Office Supplies,Paper,32.400000000000006,5,0.0
944,Office Supplies,Storage,540.5699999999999,3,0.0
945,Office Supplies,Binders,167.76,5,0.2
946,Furniture,Tables,393.165,3,0.5
947,Furniture,Furnishings,516.488,7,0.2
948,Furniture,Furnishings,1007.2320000000001,6,0.2
949,Furniture,Tables,2065.32,12,0.4
950,Office Supplies,Paper,15.552000000000003,3,0.2
951,Office Supplies,Paper,25.344,6,0.2
952,Furniture,Furnishings,25.472,4,0.2
953,Office Supplies,Art,27.168000000000003,2,0.2
954,Furniture,Bookcases,78.85279999999999,2,0.32
955,Office Supplies,Storage,173.79999999999998,5,0.0
956,Technology,Phones,29.592000000000002,1,0.2
957,Office Supplies,Binders,4.752000000000001,2,0.7
958,Office Supplies,Paper,15.552000000000003,3,0.2
959,Furniture,Furnishings,204.6,2,0.0
960,Furniture,Chairs,321.568,2,0.2
961,Office Supplies,Binders,6.24,2,0.0
962,Office Supplies,Envelopes,21.88,2,0.0
963,Office Supplies,Labels,4.608,2,0.2
964,Office Supplies,Labels,9.82,2,0.0
965,Office Supplies,Art,35.97,3,0.0
966,Office Supplies,Paper,12.96,2,0.0
967,Office Supplies,Paper,191.6,4,0.0
968,Office Supplies,Labels,8.64,3,0.0
969,Office Supplies,Storage,501.81000000000006,3,0.0
970,Furniture,Furnishings,127.10400000000001,6,0.2
971,Technology,Phones,124.19999999999999,3,0.4
972,Office Supplies,Binders,18.588000000000005,2,0.7
973,Office Supplies,Labels,30.072000000000003,3,0.2
974,Technology,Phones,160.92999999999998,7,0.0
975,Office Supplies,Binders,75.792,3,0.2
976,Office Supplies,Binders,1.0800000000000003,2,0.7
977,Technology,Machines,3059.982,2,0.1
978,Office Supplies,Binders,3.2820000000000005,2,0.7
979,Office Supplies,Paper,34.019999999999996,3,0.0
980,Furniture,Chairs,599.292,6,0.1
981,Office Supplies,Art,3.3920000000000003,1,0.2
982,Technology,Phones,559.984,2,0.2
983,Furniture,Chairs,603.92,5,0.2
984,Office Supplies,Labels,7.968000000000001,2,0.2
985,Office Supplies,Envelopes,27.968000000000004,4,0.2
986,Technology,Machines,336.51,3,0.4
987,Office Supplies,Binders,1.1119999999999997,2,0.8
988,Furniture,Furnishings,520.0500000000001,5,0.0
989,Office Supplies,Art,17.97,3,0.0
990,Furniture,Chairs,1166.92,5,0.2
991,Office Supplies,Binders,14.624000000000002,2,0.2
992,Office Supplies,Fasteners,10.23,3,0.0
993,Office Supplies,Paper,154.9,5,0.0
994,Office Supplies,Binders,2715.9300000000003,7,0.0
995,Technology,Phones,617.97,3,0.0
996,Office Supplies,Envelopes,10.67,1,0.0
997,Office Supplies,Storage,36.63,3,0.0
998,Furniture,Furnishings,24.1,5,0.0
999,Furniture,Furnishings,33.11,7,0.0
1000,Office Supplies,Art,44.02,2,0.0
1001,Technology,Accessories,2309.65,7,0.0
1002,Furniture,Tables,1090.782,7,0.4
1003,Office Supplies,Paper,19.44,3,0.0
1004,Office Supplies,Storage,484.65000000000003,3,0.0
1005,Office Supplies,Paper,115.296,3,0.2
1006,Office Supplies,Envelopes,7.080000000000001,3,0.2
1007,Office Supplies,Binders,4.401,3,0.7
1008,Office Supplies,Paper,44.75,5,0.0
1009,Technology,Phones,95.98400000000001,2,0.2
1010,Furniture,Furnishings,151.72,4,0.0
1011,Furniture,Furnishings,155.25,3,0.0
1012,Office Supplies,Storage,14.03,1,0.0
1013,Furniture,Tables,1618.37,13,0.0
1014,Technology,Accessories,99.6,1,0.0
1015,Office Supplies,Paper,32.400000000000006,5,0.0
1016,Furniture,Furnishings,13.96,2,0.0
1017,Furniture,Furnishings,155.82,3,0.0
1018,Technology,Phones,124.94999999999999,5,0.0
1019,Office Supplies,Storage,601.65,5,0.0
1020,Office Supplies,Art,22.740000000000002,3,0.0
1021,Furniture,Chairs,1267.53,3,0.0
1022,Technology,Machines,1379.92,8,0.0
1023,Office Supplies,Envelopes,6.208,2,0.2
1024,Office Supplies,Binders,11.808,2,0.2
1025,Office Supplies,Paper,15.552000000000003,3,0.2
1026,Office Supplies,Paper,63.312,3,0.2
1027,Technology,Phones,15.588,2,0.4
1028,Office Supplies,Paper,177.2,5,0.0
1029,Technology,Phones,197.96999999999997,3,0.0
1030,Furniture,Chairs,854.94,3,0.0
1031,Furniture,Furnishings,124.10999999999999,9,0.0
1032,Office Supplies,Labels,14.399999999999999,5,0.0
1033,Office Supplies,Paper,15.696000000000002,3,0.2
1034,Office Supplies,Binders,2.628,2,0.7
1035,Office Supplies,Binders,14.427000000000003,3,0.7
1036,Furniture,Furnishings,86.62,2,0.0
1037,Office Supplies,Binders,36.624,3,0.2
1038,Office Supplies,Art,23.968000000000004,7,0.2
1039,Office Supplies,Art,28.728,3,0.2
1040,Furniture,Tables,697.16,4,0.0
1041,Technology,Accessories,31.86,2,0.0
1042,Furniture,Bookcases,722.3520000000001,3,0.2
1043,Office Supplies,Art,8.84,5,0.2
1044,Office Supplies,Appliances,58.46399999999998,9,0.8
1045,Furniture,Chairs,254.60399999999998,14,0.3
1046,Technology,Phones,1363.96,5,0.2
1047,Furniture,Furnishings,102.35999999999999,3,0.2
1048,Technology,Phones,1113.504,12,0.2
1049,Technology,Accessories,99.99,1,0.0
1050,Furniture,Furnishings,168.46400000000003,2,0.2
1051,Office Supplies,Paper,6.720000000000001,2,0.2
1052,Furniture,Furnishings,282.88800000000003,9,0.2
